"wifiradar","device","signal","timestamp","networks"
"C0A0BBED842E","12F002DD19",-68,"2015-03-09 15:54:36","Alice-56283694"
"C0A0BBED842E","A87B3911A50C",-63,"2015-03-09 15:53:09","Alice-85872405"
"C0A0BBED842E","A87B3911A50C",-59,"2015-03-09 15:53:07","Alice-85872405"
"C0A0BBED842E","38AA3CE3D699",-40,"2015-03-09 15:52:53","retailerin"
"C0A0BBED842E","446D6C3C5138",-60,"2015-03-09 15:49:36","CPNtw"
"C0A0BBED842E","446D6C3C5138",-59,"2015-03-09 15:48:23","CPNtw"
"C0A0BBED842E","38AA3CE3D699",-33,"2015-03-09 15:48:02","retailerin"
"C0A0BBED842E","12F002DD19",-63,"2015-03-09 15:47:59","Alice-56283694"
"C0A0BBED842E","446D6C3C5138",-63,"2015-03-09 15:46:15","CPNtw"
"C0A0BBED842E","446D6C3C5138",-62,"2015-03-09 15:43:15","CPNtw"
"C0A0BBED842E","E063E58336AA",-65,"2015-03-09 15:40:27","InfostradaWiFi-54a92c"
"C0A0BBED842E","E063E58336AA",-63,"2015-03-09 15:40:25","InfostradaWiFi-54a92c"
"C0A0BBED842E","E063E58336AA",-61,"2015-03-09 15:39:43","InfostradaWiFi-54a92c"
"C0A0BBED842E","E8CD2D044226",-64,"2015-03-09 15:39:43","InfostradaWiFi-6B5424"
"C0A0BBED842E","446D6C3C5138",-54,"2015-03-09 15:39:21","CPNtw"
"C0A0BBED842E","446D6C3C5138",-60,"2015-03-09 15:38:50","CPNtw"
"C0A0BBED842E","38AA3CE3D699",-35,"2015-03-09 15:34:05","retailerin"
"C0A0BBED842E","44D8840376BA",-53,"2015-03-09 15:30:09","STELLA"
"C0A0BBED842E","3451C9E49483",-72,"2015-03-09 15:29:51","FASTWEB-1-n3JCQQkJEYMY"
"C0A0BBED842E","3451C9E49483",-68,"2015-03-09 15:26:00","FASTWEB-1-n3JCQQkJEYMY"
"C0A0BBED842E","38AA3CE3D699",-235,"2015-03-09 15:24:21","retailerin"
"C0A0BBED842E","806C1B1521C0",-64,"2015-03-09 15:21:59","WebPocket42-b55a"
"C0A0BBED842E","68967B1DBB66",-69,"2015-03-09 15:20:50","FASTWEB-1-n3JCQQkJEYMY"
"C0A0BBED842E","D48F33C3CEA0",-64,"2015-03-09 15:17:57","Wireless"
"C0A0BBED842E","58A2B5CFF7E7",-61,"2015-03-09 15:17:45","u-hopper-cisco"
"C0A0BBED842E","12F002DD19",-63,"2015-03-09 15:17:32","Alice-56283694"
"C0A0BBED842E","446D6C3C5138",-55,"2015-03-09 15:12:30","CPNtw"
"C0A0BBED842E","38AA3CE3D699",-42,"2015-03-09 15:10:09","retailerin"
"C0A0BBED842E","3451C9E49483",-73,"2015-03-09 15:08:48","FASTWEB-1-n3JCQQkJEYMY"
"C0A0BBED842E","446D6C3C5138",-51,"2015-03-09 15:06:58","CPNtw"
"C0A0BBED842E","446D6C3C5138",-56,"2015-03-09 15:05:54","CPNtw"
"C0A0BBED842E","38AA3CE3D699",-31,"2015-03-09 15:05:33","retailerin"
"C0A0BBED842E","446D6C3C5138",-57,"2015-03-09 15:03:53","CPNtw"
"C0A0BBED842E","3451C9E49483",-67,"2015-03-09 15:03:46","FASTWEB-1-n3JCQQkJEYMY"
"C0A0BBED842E","446D6C3C5138",-50,"2015-03-09 15:02:59","CPNtw"
"C0A0BBED842E","68A86D47F406",-36,"2015-03-09 15:02:22","u-hopper-cisco"
"C0A0BBED842E","446D6C3C5138",-55,"2015-03-09 15:01:58","CPNtw"
"C0A0BBED842E","68A86D47F406",-40,"2015-03-09 15:00:53","u-hopper-cisco"
"C0A0BBED842E","38AA3CE3D699",-53,"2015-03-09 15:00:41","retailerin"
"C0A0BBED842E","E063E58336AA",-69,"2015-03-09 14:59:51","InfostradaWiFi-54a92c"
"C0A0BBED842E","446D6C3C5138",-53,"2015-03-09 14:59:39","CPNtw"
"C0A0BBED842E","25D3E11750",-59,"2015-03-09 14:57:43","Alice-56283694"
"C0A0BBED842E","25D3E11750",-56,"2015-03-09 14:56:35","Alice-56283694"
"C0A0BBED842E","38AA3CE3D699",-39,"2015-03-09 14:55:49","retailerin"
"C0A0BBED842E","446D6C3C5138",-63,"2015-03-09 14:54:32","CPNtw"
"C0A0BBED842E","446D6C3C5138",-63,"2015-03-09 14:53:31","CPNtw"
"C0A0BBED842E","446D6C3C5138",-55,"2015-03-09 14:51:33","CPNtw"
"C0A0BBED842E","446D6C3C5138",-60,"2015-03-09 14:50:55","CPNtw"
"C0A0BBED842E","25D3E11750",-63,"2015-03-09 14:47:34","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-09 14:46:31","Alice-56283694"
"C0A0BBED842E","25D3E11750",-62,"2015-03-09 14:46:22","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-09 14:45:19","Alice-56283694"
"C0A0BBED842E","E8CD2D044226",-59,"2015-03-09 14:45:13","VodafoneWiFi"
"C0A0BBED842E","25D3E11750",-53,"2015-03-09 14:44:09","Alice-56283694"
"C0A0BBED842E","25D3E11750",-61,"2015-03-09 14:43:04","Alice-56283694"
"C0A0BBED842E","38AA3CE3D699",-47,"2015-03-09 14:41:28","retailerin"
"C0A0BBED842E","38AA3CE3D699",-39,"2015-03-09 14:41:27","retailerin"
"C0A0BBED842E","25D3E11750",-58,"2015-03-09 14:40:16","Alice-56283694"
"C0A0BBED842E","25D3E11750",-63,"2015-03-09 14:38:56","Alice-56283694"
"C0A0BBED842E","25D3E11750",-78,"2015-03-09 14:37:24","Alice-56283694"
"C0A0BBED842E","25D3E11750",-73,"2015-03-09 14:37:16","Alice-56283694"
"C0A0BBED842E","38AA3CE3D699",-32,"2015-03-09 14:27:15","retailerin"
"C0A0BBED842E","25D3E11750",-78,"2015-03-09 14:25:55","Alice-56283694"
"C0A0BBED842E","25D3E11750",-73,"2015-03-09 14:25:51","Alice-56283694"
"C0A0BBED842E","38AA3CE3D699",-39,"2015-03-09 14:22:56","retailerin"
"C0A0BBED842E","881FA11B7C86",-35,"2015-03-09 14:22:42","u-hopper-cisco"
"C0A0BBED842E","881FA11B7C86",-32,"2015-03-09 14:22:41","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-55,"2015-03-09 14:21:00","Alice-56283694"
"C0A0BBED842E","25D3E11750",-49,"2015-03-09 14:20:41","Alice-56283694"
"C0A0BBED842E","25D3E11750",-53,"2015-03-09 14:20:35","Alice-56283694"
"C0A0BBED842E","25D3E11750",-48,"2015-03-09 14:19:26","Alice-56283694"
"C0A0BBED842E","25D3E11750",-79,"2015-03-09 14:18:11","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 14:32:53","Alice-56283694"
"C0A0BBED842E","20689D28F619",-47,"2015-03-05 14:32:32","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-63,"2015-03-05 14:32:16","kantoor"
"C0A0BBED842E","E8CD2D044226",-73,"2015-03-05 14:31:45","VodafoneWiFi"
"C0A0BBED842E","20689D28F619",-50,"2015-03-05 14:30:12","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-50,"2015-03-05 14:30:09","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-57,"2015-03-05 14:29:55","kantoor"
"C0A0BBED842E","25D3E11750",-52,"2015-03-05 14:29:51","Alice-56283694"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 14:28:46","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 14:27:44","Alice-56283694"
"C0A0BBED842E","25D3E11750",-56,"2015-03-05 14:27:41","Alice-56283694"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 14:27:38","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-61,"2015-03-05 14:26:28","u-hopper-cisco"
"C0A0BBED842E","881FA11B7C86",-36,"2015-03-05 14:26:28","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-69,"2015-03-05 14:26:22","kantoor"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 14:25:37","Alice-56283694"
"C0A0BBED842E","20689D28F619",-53,"2015-03-05 14:25:08","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 14:25:04","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-51,"2015-03-05 14:23:54","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-56,"2015-03-05 14:23:18","Alice-56283694"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 14:22:14","Alice-56283694"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 14:21:14","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-58,"2015-03-05 14:20:20","kantoor"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 14:20:10","Alice-56283694"
"C0A0BBED842E","25D3E11750",-49,"2015-03-05 14:18:07","Alice-56283694"
"C0A0BBED842E","20689D28F619",-54,"2015-03-05 14:17:43","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 14:17:00","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-60,"2015-03-05 14:16:48","kantoor"
"C0A0BBED842E","649ABE06C014",-63,"2015-03-05 14:15:59","kantoor"
"C0A0BBED842E","25D3E11750",-53,"2015-03-05 14:14:49","Alice-56283694"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 14:13:50","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-59,"2015-03-05 14:13:28","kantoor"
"C0A0BBED842E","6C40089565BE",-48,"2015-03-05 14:13:07","The Palace"
"C0A0BBED842E","20689D28F619",-51,"2015-03-05 14:12:50","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 14:11:38","Alice-56283694"
"C0A0BBED842E","20689D28F619",-58,"2015-03-05 14:11:36","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 14:10:25","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-56,"2015-03-05 14:08:04","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-59,"2015-03-05 14:06:45","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 14:06:02","Alice-56283694"
"C0A0BBED842E","20689D28F619",-50,"2015-03-05 14:05:40","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 14:04:58","Alice-56283694"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 14:04:29","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-58,"2015-03-05 14:04:24","kantoor"
"C0A0BBED842E","20689D28F619",-56,"2015-03-05 14:03:14","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-59,"2015-03-05 14:03:13","kantoor"
"C0A0BBED842E","B4B676593D91",-60,"2015-03-05 14:00:50","kantoor"
"C0A0BBED842E","20689D28F619",-59,"2015-03-05 14:00:42","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 14:00:35","Alice-56283694"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 13:59:32","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-57,"2015-03-05 13:59:31","Alice-56283694"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 13:58:24","Alice-56283694"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 13:57:15","Alice-56283694"
"C0A0BBED842E","20689D28F619",-58,"2015-03-05 13:56:57","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-53,"2015-03-05 13:55:41","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 13:55:03","Alice-56283694"
"C0A0BBED842E","54E43A926E4A",-44,"2015-03-05 13:53:05","CPNtw"
"C0A0BBED842E","54E43A926E4A",-58,"2015-03-05 13:52:55","CPNtw"
"C0A0BBED842E","20689D28F619",-54,"2015-03-05 13:52:25","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 13:51:52","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:51:51","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-56,"2015-03-05 13:51:22","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-52,"2015-03-05 13:51:20","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-41,"2015-03-05 13:51:12","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-52,"2015-03-05 13:50:51","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-50,"2015-03-05 13:50:50","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-62,"2015-03-05 13:50:45","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-60,"2015-03-05 13:50:18","kantoor"
"C0A0BBED842E","B407F94B2B87",-52,"2015-03-05 13:50:14","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-47,"2015-03-05 13:49:57","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:49:56","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-38,"2015-03-05 13:49:53","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 13:49:48","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-42,"2015-03-05 13:49:39","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-54,"2015-03-05 13:49:11","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-42,"2015-03-05 13:48:52","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-48,"2015-03-05 13:48:42","Alice-56283694"
"C0A0BBED842E","25D3E11750",-50,"2015-03-05 13:48:41","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-48,"2015-03-05 13:48:38","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-43,"2015-03-05 13:48:37","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-47,"2015-03-05 13:48:23","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:48:02","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 13:47:37","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-45,"2015-03-05 13:47:20","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:47:05","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-49,"2015-03-05 13:46:23","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-61,"2015-03-05 13:46:12","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-51,"2015-03-05 13:45:48","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:45:39","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 13:45:22","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:44:41","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:44:16","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-47,"2015-03-05 13:44:05","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-54,"2015-03-05 13:43:20","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:43:14","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-51,"2015-03-05 13:43:06","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-47,"2015-03-05 13:42:52","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 13:42:24","Alice-56283694"
"C0A0BBED842E","20689D28F619",-59,"2015-03-05 13:42:18","u-hopper-cisco"
"C0A0BBED842E","649ABE06C014",-66,"2015-03-05 13:41:46","kantoor"
"C0A0BBED842E","B4B676593D91",-58,"2015-03-05 13:41:20","kantoor"
"C0A0BBED842E","25D3E11750",-51,"2015-03-05 13:41:18","Alice-56283694"
"C0A0BBED842E","20689D28F619",-54,"2015-03-05 13:41:14","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:41:10","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-44,"2015-03-05 13:40:46","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:40:37","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-53,"2015-03-05 13:40:20","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:40:14","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-48,"2015-03-05 13:40:12","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-60,"2015-03-05 13:40:09","u-hopper-cisco"
"C0A0BBED842E","649ABE06C014",-67,"2015-03-05 13:40:09","kantoor"
"C0A0BBED842E","20689D28F619",-59,"2015-03-05 13:40:05","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-56,"2015-03-05 13:40:03","u-hopper-cisco"
"C0A0BBED842E","649ABE06C014",-58,"2015-03-05 13:40:01","kantoor"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:39:45","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:39:32","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-57,"2015-03-05 13:39:22","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-46,"2015-03-05 13:38:55","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:38:45","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-54,"2015-03-05 13:38:43","u-hopper-cisco"
"C0A0BBED842E","6C4008957EE2",-56,"2015-03-05 13:38:35","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-48,"2015-03-05 13:38:14","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-56,"2015-03-05 13:38:12","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-61,"2015-03-05 13:38:06","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-58,"2015-03-05 13:37:47","kantoor"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:37:40","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-52,"2015-03-05 13:37:30","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:37:25","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:37:24","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-48,"2015-03-05 13:36:59","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:36:56","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-54,"2015-03-05 13:36:14","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 13:35:56","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-45,"2015-03-05 13:35:52","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-61,"2015-03-05 13:35:38","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-52,"2015-03-05 13:35:20","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:35:13","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:35:12","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-56,"2015-03-05 13:34:58","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:34:46","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-59,"2015-03-05 13:34:37","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:34:23","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-57,"2015-03-05 13:34:13","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-51,"2015-03-05 13:33:55","Alice-56283694"
"C0A0BBED842E","20689D28F619",-58,"2015-03-05 13:33:47","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-54,"2015-03-05 13:33:38","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:33:35","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:32:55","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-57,"2015-03-05 13:32:46","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-55,"2015-03-05 13:32:43","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 13:32:40","Alice-56283694"
"C0A0BBED842E","20689D28F619",-51,"2015-03-05 13:32:33","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-49,"2015-03-05 13:32:27","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-58,"2015-03-05 13:32:19","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:31:53","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-58,"2015-03-05 13:31:30","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-56,"2015-03-05 13:31:25","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-59,"2015-03-05 13:31:19","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-59,"2015-03-05 13:31:02","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-65,"2015-03-05 13:30:27","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-21,"2015-03-05 13:30:14","u-hopper-cisco"
"C0A0BBED842E","20689D28F619",-56,"2015-03-05 13:30:06","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-58,"2015-03-05 13:29:45","kantoor"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:29:23","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:29:02","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-50,"2015-03-05 13:28:49","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:28:29","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-54,"2015-03-05 13:28:00","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-57,"2015-03-05 13:27:52","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:27:24","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-60,"2015-03-05 13:27:24","u-hopper-cisco"
"C0A0BBED842E","4C8D79A35362",-46,"2015-03-05 13:27:05","u-hopper-cisco"
"C0A0BBED842E","4C8D79A35362",-57,"2015-03-05 13:26:55","tasid-netgear"
"C0A0BBED842E","B407F94B2B87",-63,"2015-03-05 13:26:51","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-52,"2015-03-05 13:26:28","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-59,"2015-03-05 13:26:26","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:26:23","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-61,"2015-03-05 13:26:18","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-61,"2015-03-05 13:26:08","kantoor"
"C0A0BBED842E","B407F94B2B87",-95,"2015-03-05 13:26:00","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-47,"2015-03-05 13:25:49","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-53,"2015-03-05 13:25:32","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-53,"2015-03-05 13:25:19","Alice-56283694"
"C0A0BBED842E","20689D28F619",-56,"2015-03-05 13:24:58","u-hopper-cisco"
"C0A0BBED842E","B407F94B2B87",-51,"2015-03-05 13:24:10","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-57,"2015-03-05 13:24:09","Alice-56283694"
"C0A0BBED842E","B407F94B2B87",-56,"2015-03-05 13:23:59","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 13:23:04","Alice-56283694"
"C0A0BBED842E","20689D28F619",-50,"2015-03-05 13:22:31","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-60,"2015-03-05 13:19:01","kantoor"
"C0A0BBED842E","58A2B5CFF7E7",-48,"2015-03-05 13:18:21","u-hopper"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 13:17:48","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-61,"2015-03-05 13:16:48","kantoor"
"C0A0BBED842E","881FA11B7C86",-36,"2015-03-05 13:16:46","u-hopper-cisco"
"C0A0BBED842E","B4B676593D91",-66,"2015-03-05 13:14:30","kantoor"
"C0A0BBED842E","25D3E11750",-50,"2015-03-05 13:13:29","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-59,"2015-03-05 13:13:22","kantoor"
"C0A0BBED842E","25D3E11750",-53,"2015-03-05 13:11:19","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-62,"2015-03-05 13:10:59","kantoor"
"C0A0BBED842E","25D3E11750",-51,"2015-03-05 13:10:16","Alice-56283694"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 13:09:08","Alice-56283694"
"C0A0BBED842E","6CB7F45C50D2",-69,"2015-03-05 13:08:41","InfostradaWiFi-6B5424"
"C0A0BBED842E","25D3E11750",-57,"2015-03-05 13:07:53","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-56,"2015-03-05 13:07:26","kantoor"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 13:05:22","Alice-56283694"
"C0A0BBED842E","25D3E11750",-52,"2015-03-05 13:04:03","Alice-56283694"
"C0A0BBED842E","25D3E11750",-49,"2015-03-05 13:03:00","Alice-56283694"
"C0A0BBED842E","25D3E11750",-47,"2015-03-05 13:01:57","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 13:00:44","Alice-56283694"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 12:59:43","Alice-56283694"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 12:58:33","Alice-56283694"
"C0A0BBED842E","503275D034C6",-62,"2015-03-05 12:57:55","f3mng1"
"C0A0BBED842E","503275D034C6",-65,"2015-03-05 12:57:48","f3mng1"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 12:57:30","Alice-56283694"
"C0A0BBED842E","B4B676593D91",-61,"2015-03-05 12:57:04","kantoor"
"C0A0BBED842E","25D3E11750",-54,"2015-03-05 12:56:22","Alice-56283694"
"C0A0BBED842E","25D3E11750",-52,"2015-03-05 12:56:16","Alice-56283694"
"C0A0BBED842E","25D3E11750",-55,"2015-03-05 12:55:20","Alice-56283694"
"C0A0BBED842E","25D3E11750",-61,"2015-03-05 12:54:15","Alice-56283694"
"C0A0BBED842E","25D3E11750",-62,"2015-03-05 12:53:10","Alice-56283694"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 12:52:06","Alice-56283694"
"C0A0BBED842E","649ABE06C014",-60,"2015-03-05 12:50:56","kantoor"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 12:49:45","Alice-56283694"
"C0A0BBED842E","25D3E11750",-65,"2015-03-05 12:48:45","Alice-56283694"
"C0A0BBED842E","25D3E11750",-59,"2015-03-05 12:48:39","Alice-56283694"
"C0A0BBED842E","A4C36177B923",-62,"2015-03-05 12:47:38","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 12:47:34","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 12:46:24","Alice-56283694"
"C0A0BBED842E","A4C36177B923",-43,"2015-03-05 12:45:42","u-hopper-cisco"
"C0A0BBED842E","25D3E11750",-60,"2015-03-05 12:45:22","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 12:44:20","Alice-56283694"
"C0A0BBED842E","25D3E11750",-57,"2015-03-05 12:43:13","Alice-56283694"
"C0A0BBED842E","25D3E11750",-58,"2015-03-05 12:42:08","Alice-56283694"
